benchmark,ablation,benchmark_label,seed,step,item,truth,prediction,probability,brier,entropy,top_theory,top_weight,correction_asked,correction_applied,correction_feature,correction_action
scifi_movies,full,scifi_movies (full),1,4,paper,0,0,0.18913796263798446,0.03577316891084761,3.855172973411041,"lambda f: f.get('has_scifi_theme', False)",0.10405396482415649,0,0,,
scifi_movies,full,scifi_movies (full),1,5,forrest gump,0,0,0.10405396482415649,0.010827227595626796,3.6681901834186292,"lambda f: f.get('has_scifi_theme', False)",0.12340943414421247,1,1,has_alien_theme,reduce
scifi_movies,full,scifi_movies (full),1,6,the matrix,1,1,0.12340943414421247,0.7684110201473698,2.807139242893608,"lambda f: f.get('has_scifi_theme', False)",0.29843339835367744,1,1,has_scifi_theme,reduce
scifi_movies,full,scifi_movies (full),1,7,dune,1,1,0.29843339835367744,0.4921956965455698,2.328140641725888,"lambda f: f.get('has_scifi_theme', False)",0.40568594362885185,1,1,has_alien_theme,reduce
scifi_movies,full,scifi_movies (full),1,8,the godfather,0,0,0.40568594362885185,0.16458108485803197,2.283055260581041,"lambda f: f.get('has_scifi_theme', False)",0.4260171655055228,0,0,,
scifi_movies,full,scifi_movies (full),1,9,blade runner 2049,1,1,0.4260171655055228,0.3294562942943144,2.4596461940441925,"lambda f: f.get('has_scifi_theme', False)",0.38200498374176906,0,0,,
scifi_movies,full,scifi_movies (full),1,10,interstellar,1,1,0.38200498374176906,0.3819178401200111,2.3673053438281557,"lambda f: f.get('has_scifi_theme', False)",0.3264607236190771,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),0,1,paper,0,1,0.5,0.25,2.532726929837237,"lambda f: f.get('is_movie', False)",0.21469571022462727,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),0,2,camera,0,0,0.21469571022462727,0.046094247988857126,2.9796306602275875,"lambda f: f.get('is_movie', False)",0.16833637891092393,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),0,3,blade runner 2049,1,1,0.16833637891092393,0.6916643786429943,3.2389554428795377,"lambda f: f.get('is_movie', False)",0.13795199075241982,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),0,4,forrest gump,0,1,0.13795199075241982,0.01903075175255572,3.855172973411041,"lambda f: f.get('has_scifi_theme', False)",0.10405396482415649,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),0,5,the matrix,1,1,0.10405396482415649,0.8027192979473138,2.996689104400859,"lambda f: f.get('has_scifi_theme', False)",0.26799842945761754,1,1,has_future_setting,reduce
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),0,6,the godfather,0,0,0.26799842945761754,0.0718231581917496,2.807139242893608,"lambda f: f.get('has_scifi_theme', False)",0.29843339835367744,1,1,has_scifi_theme,reduce
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),0,7,interstellar,1,1,0.29843339835367744,0.4921956965455698,2.328140641725888,"lambda f: f.get('has_scifi_theme', False)",0.40568594362885185,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),0,8,dune,1,1,0.40568594362885185,0.3532091976003283,2.1726592301262495,"lambda f: f.get('has_scifi_theme', False)",0.42147852446920664,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),0,9,arrival,1,1,0.42147852446920664,0.33468709765032634,2.388205239095271,"lambda f: f.get('has_scifi_theme', False)",0.3067461041008469,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),0,10,titanic,0,0,0.3067461041008469,0.09409317238104761,2.36521035315774,"lambda f: f.get('has_scifi_theme', False)",0.3455623072223568,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),1,1,titanic,0,1,0.5,0.25,3.5297292008583234,"lambda f: f.get('has_scifi_theme', False)",0.10838368230680508,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),1,2,camera,0,0,0.10838368230680508,0.011747022590382452,3.5454936948389344,"lambda f: f.get('has_scifi_theme', False)",0.12273021361244264,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),1,3,arrival,1,1,0.12273021361244264,0.7696022781084706,2.862251969871984,"lambda f: f.get('has_scifi_theme', False)",0.188995926183961,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),1,4,paper,0,0,0.188995926183961,0.03571946011413323,3.855172973411041,"lambda f: f.get('has_scifi_theme', False)",0.10405396482415649,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),1,5,forrest gump,0,0,0.10405396482415649,0.010827227595626796,2.7172100318048136,"lambda f: f.get('has_scifi_theme', False)",0.20611389480448908,1,1,has_alien_theme,reduce
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),1,6,the matrix,1,1,0.20611389480448908,0.6302551480224978,2.807139242893608,"lambda f: f.get('has_scifi_theme', False)",0.29843339835367744,1,1,has_scifi_theme,reduce
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),1,7,dune,1,1,0.29843339835367744,0.4921956965455698,2.328140641725888,"lambda f: f.get('has_scifi_theme', False)",0.40568594362885185,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),1,8,the godfather,0,0,0.40568594362885185,0.16458108485803197,2.283055260581041,"lambda f: f.get('has_scifi_theme', False)",0.4260171655055228,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),1,9,blade runner 2049,1,1,0.4260171655055228,0.3294562942943144,2.4596461940441925,"lambda f: f.get('has_scifi_theme', False)",0.38200498374176906,0,0,,
scifi_movies,ablate_recency_blend,scifi_movies (ablate_recency_blend),1,10,interstellar,1,1,0.38200498374176906,0.3819178401200111,2.36521035315774,"lambda f: f.get('has_scifi_theme', False)",0.3455623072223568,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),0,1,paper,0,1,0.5,0.25,2.532726929837237,"lambda f: f.get('is_movie', False)",0.21469571022462727,0,0,,
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),0,2,camera,0,0,0.21469571022462727,0.046094247988857126,2.9796306602275875,"lambda f: f.get('is_movie', False)",0.16833637891092393,0,0,,
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),0,3,blade runner 2049,1,1,0.16833637891092393,0.6916643786429943,3.2389554428795377,"lambda f: f.get('is_movie', False)",0.13795199075241982,0,0,,
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),0,4,forrest gump,0,1,0.13795199075241982,0.01903075175255572,3.855172973411041,"lambda f: f.get('has_scifi_theme', False)",0.10405396482415649,0,0,,
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),0,5,the matrix,1,1,0.10405396482415649,0.8027192979473138,2.996689104400859,"lambda f: f.get('has_scifi_theme', False)",0.26799842945761754,1,1,has_future_setting,reduce
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),0,6,the godfather,0,0,0.26799842945761754,0.0718231581917496,2.807139242893608,"lambda f: f.get('has_scifi_theme', False)",0.29843339835367744,1,1,has_scifi_theme,reduce
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),0,7,interstellar,1,1,0.29843339835367744,0.4921956965455698,2.328140641725888,"lambda f: f.get('has_scifi_theme', False)",0.40568594362885185,1,1,has_future_setting,reduce
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),0,8,dune,1,1,0.40568594362885185,0.3532091976003283,2.1726592301262495,"lambda f: f.get('has_scifi_theme', False)",0.42147852446920664,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),0,9,arrival,1,1,0.42147852446920664,0.33468709765032634,2.0350034565239725,"lambda f: f.get('has_scifi_theme', False)",0.37728429392084994,0,0,,
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),0,10,titanic,0,0,0.37728429392084994,0.1423434384393543,2.3673053438281557,"lambda f: f.get('has_scifi_theme', False)",0.3264607236190771,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),1,1,titanic,0,1,0.5,0.25,3.5297292008583234,"lambda f: f.get('has_scifi_theme', False)",0.10838368230680508,0,0,,
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),1,2,camera,0,0,0.10838368230680508,0.011747022590382452,3.5454936948389344,"lambda f: f.get('has_scifi_theme', False)",0.12273021361244264,0,0,,
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),1,3,arrival,1,1,0.12273021361244264,0.7696022781084706,2.832514377040025,"lambda f: f.get('has_scifi_theme', False)",0.18913796263798446,0,0,,
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),1,4,paper,0,0,0.18913796263798446,0.03577316891084761,3.855172973411041,"lambda f: f.get('has_scifi_theme', False)",0.10405396482415649,0,0,,
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),1,5,forrest gump,0,0,0.10405396482415649,0.010827227595626796,3.6681901834186292,"lambda f: f.get('has_scifi_theme', False)",0.12340943414421247,1,1,has_alien_theme,reduce
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),1,6,the matrix,1,1,0.12340943414421247,0.7684110201473698,2.807139242893608,"lambda f: f.get('has_scifi_theme', False)",0.29843339835367744,1,1,has_scifi_theme,reduce
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),1,7,dune,1,1,0.29843339835367744,0.4921956965455698,2.328140641725888,"lambda f: f.get('has_scifi_theme', False)",0.40568594362885185,1,1,has_alien_theme,reduce
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),1,8,the godfather,0,0,0.40568594362885185,0.16458108485803197,2.283055260581041,"lambda f: f.get('has_scifi_theme', False)",0.4260171655055228,0,0,,
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),1,9,blade runner 2049,1,1,0.4260171655055228,0.3294562942943144,2.4596461940441925,"lambda f: f.get('has_scifi_theme', False)",0.38200498374176906,0,0,,
scifi_movies,ablate_stale_feature_demotion,scifi_movies (ablate_stale_feature_demotion),1,10,interstellar,1,1,0.38200498374176906,0.3819178401200111,2.3673053438281557,"lambda f: f.get('has_scifi_theme', False)",0.3264607236190771,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),0,1,paper,0,1,0.5,0.25,2.532726929837237,"lambda f: f.get('is_movie', False)",0.21469571022462727,0,0,,
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),0,2,camera,0,0,0.21469571022462727,0.046094247988857126,2.9796306602275875,"lambda f: f.get('is_movie', False)",0.16833637891092393,0,0,,
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),0,3,blade runner 2049,1,1,0.16833637891092393,0.6916643786429943,3.2389554428795377,"lambda f: f.get('is_movie', False)",0.13795199075241982,0,0,,
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),0,4,forrest gump,0,1,0.13795199075241982,0.01903075175255572,3.855172973411041,"lambda f: f.get('has_scifi_theme', False)",0.10405396482415649,0,0,,
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),0,5,the matrix,1,1,0.10405396482415649,0.8027192979473138,2.996689104400859,"lambda f: f.get('has_scifi_theme', False)",0.26799842945761754,1,1,has_future_setting,reduce
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),0,6,the godfather,0,0,0.26799842945761754,0.0718231581917496,2.807139242893608,"lambda f: f.get('has_scifi_theme', False)",0.29843339835367744,1,1,has_scifi_theme,reduce
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),0,7,interstellar,1,1,0.29843339835367744,0.4921956965455698,2.328140641725888,"lambda f: f.get('has_scifi_theme', False)",0.40568594362885185,1,1,has_future_setting,reduce
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),0,8,dune,1,1,0.40568594362885185,0.3532091976003283,2.1726592301262495,"lambda f: f.get('has_scifi_theme', False)",0.42147852446920664,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),0,9,arrival,1,1,0.42147852446920664,0.33468709765032634,2.0350034565239725,"lambda f: f.get('has_scifi_theme', False)",0.37728429392084994,0,0,,
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),0,10,titanic,0,0,0.37728429392084994,0.1423434384393543,2.3673053438281557,"lambda f: f.get('has_scifi_theme', False)",0.3264607236190771,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),1,1,titanic,0,1,0.5,0.25,3.5297292008583234,"lambda f: f.get('has_scifi_theme', False)",0.10838368230680508,0,0,,
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),1,2,camera,0,0,0.10838368230680508,0.011747022590382452,3.5454936948389344,"lambda f: f.get('has_scifi_theme', False)",0.12273021361244264,0,0,,
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),1,3,arrival,1,1,0.12273021361244264,0.7696022781084706,2.832514377040025,"lambda f: f.get('has_scifi_theme', False)",0.18913796263798446,0,0,,
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),1,4,paper,0,0,0.18913796263798446,0.03577316891084761,3.855172973411041,"lambda f: f.get('has_scifi_theme', False)",0.10405396482415649,0,0,,
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),1,5,forrest gump,0,0,0.10405396482415649,0.010827227595626796,3.6681901834186292,"lambda f: f.get('has_scifi_theme', False)",0.12340943414421247,1,1,has_alien_theme,reduce
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),1,6,the matrix,1,1,0.12340943414421247,0.7684110201473698,2.807139242893608,"lambda f: f.get('has_scifi_theme', False)",0.29843339835367744,1,1,has_alien_theme,reduce
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),1,7,dune,1,1,0.29843339835367744,0.4921956965455698,2.328140641725888,"lambda f: f.get('has_scifi_theme', False)",0.40568594362885185,1,1,has_scifi_theme,reduce
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),1,8,the godfather,0,0,0.40568594362885185,0.16458108485803197,2.283055260581041,"lambda f: f.get('has_scifi_theme', False)",0.4260171655055228,0,0,,
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),1,9,blade runner 2049,1,1,0.4260171655055228,0.3294562942943144,2.4596461940441925,"lambda f: f.get('has_scifi_theme', False)",0.38200498374176906,0,0,,
scifi_movies,ablate_active_learning_cooldown,scifi_movies (ablate_active_learning_cooldown),1,10,interstellar,1,1,0.38200498374176906,0.3819178401200111,2.3673053438281557,"lambda f: f.get('has_scifi_theme', False)",0.3264607236190771,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),0,1,paper,0,1,0.5,0.25,2.532726929837237,"lambda f: f.get('is_movie', False)",0.21469571022462727,0,0,,
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),0,2,camera,0,0,0.21469571022462727,0.046094247988857126,2.9796306602275875,"lambda f: f.get('is_movie', False)",0.16833637891092393,0,0,,
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),0,3,blade runner 2049,1,1,0.16833637891092393,0.6916643786429943,3.2389554428795377,"lambda f: f.get('is_movie', False)",0.13795199075241982,0,0,,
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),0,4,forrest gump,0,1,0.13795199075241982,0.01903075175255572,3.855172973411041,"lambda f: f.get('has_scifi_theme', False)",0.10405396482415649,0,0,,
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),0,5,the matrix,1,1,0.10405396482415649,0.8027192979473138,2.996689104400859,"lambda f: f.get('has_scifi_theme', False)",0.26799842945761754,1,1,has_future_setting,reduce
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),0,6,the godfather,0,0,0.26799842945761754,0.0718231581917496,2.807139242893608,"lambda f: f.get('has_scifi_theme', False)",0.29843339835367744,1,1,has_scifi_theme,reduce
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),0,7,interstellar,1,1,0.29843339835367744,0.4921956965455698,2.328140641725888,"lambda f: f.get('has_scifi_theme', False)",0.40568594362885185,1,1,has_future_setting,reduce
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),0,8,dune,1,1,0.40568594362885185,0.3532091976003283,2.1726592301262495,"lambda f: f.get('has_scifi_theme', False)",0.42147852446920664,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),0,9,arrival,1,1,0.42147852446920664,0.33468709765032634,2.0350034565239725,"lambda f: f.get('has_scifi_theme', False)",0.37728429392084994,0,0,,
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),0,10,titanic,0,0,0.37728429392084994,0.1423434384393543,2.3673053438281557,"lambda f: f.get('has_scifi_theme', False)",0.3264607236190771,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),1,1,titanic,0,1,0.5,0.25,3.5297292008583234,"lambda f: f.get('has_scifi_theme', False)",0.10838368230680508,0,0,,
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),1,2,camera,0,0,0.10838368230680508,0.011747022590382452,3.5454936948389344,"lambda f: f.get('has_scifi_theme', False)",0.12273021361244264,0,0,,
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),1,3,arrival,1,1,0.12273021361244264,0.7696022781084706,2.832514377040025,"lambda f: f.get('has_scifi_theme', False)",0.18913796263798446,0,0,,
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),1,4,paper,0,0,0.18913796263798446,0.03577316891084761,3.855172973411041,"lambda f: f.get('has_scifi_theme', False)",0.10405396482415649,0,0,,
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),1,5,forrest gump,0,0,0.10405396482415649,0.010827227595626796,3.6681901834186292,"lambda f: f.get('has_scifi_theme', False)",0.12340943414421247,1,1,has_alien_theme,reduce
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),1,6,the matrix,1,1,0.12340943414421247,0.7684110201473698,2.807139242893608,"lambda f: f.get('has_scifi_theme', False)",0.29843339835367744,1,1,has_scifi_theme,reduce
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),1,7,dune,1,1,0.29843339835367744,0.4921956965455698,2.328140641725888,"lambda f: f.get('has_scifi_theme', False)",0.40568594362885185,1,1,has_alien_theme,reduce
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),1,8,the godfather,0,0,0.40568594362885185,0.16458108485803197,2.283055260581041,"lambda f: f.get('has_scifi_theme', False)",0.4260171655055228,0,0,,
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),1,9,blade runner 2049,1,1,0.4260171655055228,0.3294562942943144,2.4596461940441925,"lambda f: f.get('has_scifi_theme', False)",0.38200498374176906,0,0,,
scifi_movies,ablate_confirmation_memory_floor,scifi_movies (ablate_confirmation_memory_floor),1,10,interstellar,1,1,0.38200498374176906,0.3819178401200111,2.3673053438281557,"lambda f: f.get('has_scifi_theme', False)",0.3264607236190771,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),0,1,paper,0,1,0.5,0.25,2.532726929837237,"lambda f: f.get('is_movie', False)",0.21469571022462727,0,0,,
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),0,2,camera,0,0,0.21469571022462727,0.046094247988857126,2.9796306602275875,"lambda f: f.get('is_movie', False)",0.16833637891092393,0,0,,
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),0,3,blade runner 2049,1,1,0.16833637891092393,0.6916643786429943,3.2389554428795377,"lambda f: f.get('is_movie', False)",0.13795199075241982,0,0,,
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),0,4,forrest gump,0,1,0.13795199075241982,0.01903075175255572,3.855172973411041,"lambda f: f.get('has_scifi_theme', False)",0.10405396482415649,0,0,,
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),0,5,the matrix,1,1,0.10405396482415649,0.8027192979473138,2.996689104400859,"lambda f: f.get('has_scifi_theme', False)",0.26799842945761754,1,1,has_future_setting,reduce
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),0,6,the godfather,0,0,0.26799842945761754,0.0718231581917496,2.807139242893608,"lambda f: f.get('has_scifi_theme', False)",0.29843339835367744,1,1,has_scifi_theme,reduce
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),0,7,interstellar,1,1,0.29843339835367744,0.4921956965455698,2.328140641725888,"lambda f: f.get('has_scifi_theme', False)",0.40568594362885185,1,1,has_future_setting,reduce
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),0,8,dune,1,1,0.40568594362885185,0.3532091976003283,2.1726592301262495,"lambda f: f.get('has_scifi_theme', False)",0.42147852446920664,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),0,9,arrival,1,1,0.42147852446920664,0.33468709765032634,2.0350034565239725,"lambda f: f.get('has_scifi_theme', False)",0.37728429392084994,0,0,,
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),0,10,titanic,0,0,0.37728429392084994,0.1423434384393543,2.3673053438281557,"lambda f: f.get('has_scifi_theme', False)",0.3264607236190771,1,1,has_space_setting,verify_extraction
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),1,1,titanic,0,1,0.5,0.25,3.5297292008583234,"lambda f: f.get('has_scifi_theme', False)",0.10838368230680508,0,0,,
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),1,2,camera,0,0,0.10838368230680508,0.011747022590382452,3.5454936948389344,"lambda f: f.get('has_scifi_theme', False)",0.12273021361244264,0,0,,
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),1,3,arrival,1,1,0.12273021361244264,0.7696022781084706,2.832514377040025,"lambda f: f.get('has_scifi_theme', False)",0.18913796263798446,0,0,,
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),1,4,paper,0,0,0.18913796263798446,0.03577316891084761,3.855172973411041,"lambda f: f.get('has_scifi_theme', False)",0.10405396482415649,0,0,,
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),1,5,forrest gump,0,0,0.10405396482415649,0.010827227595626796,3.6681901834186292,"lambda f: f.get('has_scifi_theme', False)",0.12340943414421247,1,1,has_alien_theme,reduce
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),1,6,the matrix,1,1,0.12340943414421247,0.7684110201473698,2.807139242893608,"lambda f: f.get('has_scifi_theme', False)",0.29843339835367744,1,1,has_scifi_theme,reduce
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),1,7,dune,1,1,0.29843339835367744,0.4921956965455698,2.328140641725888,"lambda f: f.get('has_scifi_theme', False)",0.40568594362885185,1,1,has_alien_theme,reduce
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),1,8,the godfather,0,0,0.40568594362885185,0.16458108485803197,2.283055260581041,"lambda f: f.get('has_scifi_theme', False)",0.4260171655055228,0,0,,
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),1,9,blade runner 2049,1,1,0.4260171655055228,0.3294562942943144,2.4596461940441925,"lambda f: f.get('has_scifi_theme', False)",0.38200498374176906,0,0,,
scifi_movies,ablate_anchor_override,scifi_movies (ablate_anchor_override),1,10,interstellar,1,1,0.38200498374176906,0.3819178401200111,2.3673053438281557,"lambda f: f.get('has_scifi_theme', False)",0.3264607236190771,1,1,has_space_setting,verify_extraction
devices,full,devices (full),0,1,ceramic cup,0,1,0.5,0.25,0.25370944677224216,"lambda f: f.get('is_electronic', False)",0.95748442516068,0,0,,
devices,full,devices (full),0,2,game console,1,1,0.95748442516068,0.00180757410391782,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,full,devices (full),0,3,smartphone,1,1,0.13350719108369227,0.750809787903673,3.14314234102718,"lambda f: f.get('is_electronic', False)",0.1346407090336788,1,1,is_electronic,reduce
devices,full,devices (full),0,4,pen,0,0,0.1346407090336788,0.018128120529091758,3.1413330947252214,"lambda f: f.get('is_electronic', False)",0.14018524238258928,0,0,,
devices,full,devices (full),0,5,camera,1,1,0.14018524238258928,0.7392814174166866,3.576477864123043,"lambda f: f.get('is_electronic', False)",0.1301241486142336,1,1,has_processor,reduce
devices,full,devices (full),0,6,book,0,0,0.1301241486142336,0.016932294052579153,3.3278749079543037,"lambda f: f.get('is_electronic', False)",0.1733612424213776,1,1,requires_power,reduce
devices,full,devices (full),0,7,router,1,1,0.1733612424213776,0.6833316355311284,3.020114913654709,"lambda f: f.get('is_electronic', False)",0.17900479118739213,1,1,has_processor,reduce
devices,full,devices (full),0,8,laptop,1,1,0.17900479118739213,0.6740331328932576,3.0161723220596297,"lambda f: f.get('is_electronic', False)",0.1777584732998637,1,1,requires_power,reduce
devices,full,devices (full),0,9,projector,1,1,0.1777584732998637,0.676081128230171,3.0260085077195624,"lambda f: f.get('is_electronic', False)",0.15922064813546283,1,1,is_electronic,reduce
devices,full,devices (full),0,10,wooden chair,0,0,0.15922064813546283,0.025351214792676862,2.9866173890831513,"lambda f: f.get('is_electronic', False)",0.18747105927860494,1,1,has_pages,reduce
devices,full,devices (full),1,1,wooden chair,0,1,0.5,0.25,2.5327295134094223,"lambda f: f.get('is_electronic', False)",0.2146469496428718,0,0,,
devices,full,devices (full),1,2,game console,1,1,0.2146469496428718,0.6167794137052459,3.256208686035532,"lambda f: f.get('is_electronic', False)",0.13350719108369227,0,0,,
devices,full,devices (full),1,3,projector,1,1,0.13350719108369227,0.750809787903673,2.6473560785906645,"lambda f: f.get('is_electronic', False)",0.1986880325867219,1,1,has_processor,reduce
devices,full,devices (full),1,4,ceramic cup,0,0,0.1986880325867219,0.03947693429318227,3.5141901643487543,"lambda f: f.get('is_electronic', False)",0.159074953358425,0,0,,
devices,full,devices (full),1,5,pen,0,0,0.159074953358425,0.02530484078598509,3.4968224936006194,"lambda f: f.get('is_electronic', False)",0.16793401297418392,1,1,requires_power,reduce
devices,full,devices (full),1,6,camera,1,1,0.16793401297418392,0.6923338067652455,3.125263143724091,"lambda f: f.get('is_electronic', False)",0.19182863089936464,1,1,is_electronic,reduce
